sessionId,action
2ECB67976CD038AE0B44C9957837EC4C.i1,"189,130,160,160,160,160,160,160,160,160,160,160,130,100,160,160,160,160,160,160,160,160,160,189,160,130,101,160,189,160,160,160,160,160,160,160,160,160,160,130,160,160,160,160,160,160,160,160,160,189,160,130"
2F151E02F320376ED69AE060CF348462.i1,"189,130,100,189,160,160,160,160,160,160,160,160,160,160,130"
2FD8BEE566FDFE14090754CC0225D645.i2,"189,160,130,130,100,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,101"
305A20E78C38109DC2767F4E13021852.i1,"189,130,100,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,151,189,160,130,151"
30C65F9F27D2935982E8CA815000D38C.i1,"189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,130,100,160,160,160,160,189,160,130,101,100,160,160,160,160,160,160,160,160,160,160,130,130,101,160,160,160,160,160,189,160,160,160,160,160,160"
30FF627F59ED83BDEC1377F425833917.i1,"189,130,160,160,160,160,160,160,160,160,160,189,160,130,100,160,160,160,160,160,160,160,160,160,189,160,130"
31BBD02F170C9E541DDE94CEAD9EBFBE,"130,189,100,160,160,160,160,160,160,160,160,160,189,160,130"
31C8BA76C13AF29779DE4B5B061FD5D0.i1,"160,160,160,160,160,160,160,160,160,189,160,130,189,160,160,160,160,160,160,160,160,160,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,160,130,189,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,189,160,130"
31E3E12E0170D323CFAA366AEF89DD72.i1,"189,160,130,160,160,160,160,160,160,160,160,160,189,160,130,100,160,160,160,160,160,100,160,160,160,160,160,160,160,160,160,189,160,130,189,160,160,160,160,160,160,160,160,160,160,130,100,100,160,160,160,160,160,160,160,160,160,189,160,130"
32E840C9558EAD0D6E079166CD968F8C,"189,130,160,160,160,160,160,160,160,160,160,189,160,130,100,100,189,160,160,160,160,160,160,160,160,160,160,130"
33C853FA353A28860B14B62654EC5936.i1,"160,160,160,160,160,160,160,160,160,189,160,130,100,160,160,160,160,160,160,160,160,160,160,130,189,160,130,160,160,160,160,160,160,160,160,160,101,151,160"
33E7F2BD33AAFB406E5042E74D98484D.i1,"130,189,100,130,160,160,160,160,160,160,160,160,160,160,189,160,160,160,160,160,160,160,160,160,160,130,101"
343AB6EDA08337FA1574102B6F112B89.i1,"189,130"
353EE071D798847D81B4DD646AB94419.i1,"189,130,192"
3578E8AAF183696E6111D7F7C34AF6F5.i1,"189,130,100,160,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,101,160,160"
35A6F7404E2DAAF3667AD90F874CEA25.i1,"189,130,130,120,110,100,189,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,130,125,100,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,130,120,110,130,125,160,160,160,160,130,100"
35C61CFEB3D46334F485648F2EEA8F0B.i1,"160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,130,100,189,160,130,160,160,160,160,160,160,160,160,160,101,130,100,160,160,160,160,160,160,160,160,160,160,101,160,160,160,160,160,160,160,160,160,189,160,130"
36079BA221B06B0AA6F115DA7DC963DD.i1,"130,189,160,130,100,160,160,160,160,160,160,160,160,160,160,130,100,160,160,160,160,189,160,130,101,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,130,100,101,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160"
368DCF7DDC29AA67885EA32ED896F926.i1,"189,130,100,189,160,130,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130"
36A10627347DC0A9E6DB878AD349A283.i1,"189,130,160,160,160,160,160,160,160,160,160,130,100,101,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,189,160,130,160,160,160,160,160,160,160,160,160,151,189,160,130,151,160"
37B685448F850AFB0C7A946F3718EFD0.i1,"160,160,160,160,160,160,160,160,160,189,160,130,100,160,160,160,160,160,160,160,160,160,189,160,130"
